5000 300000
2246 3507 4
1450 2424 -62
1383 1864 -29
1875 4793 122
4266 4942 181
3520 3715 40
1518 4880 128
2040 4639 31
771 3538 144
1412 4781 172
2968 3180 -149
276 1339 41
2888 4448 -107
479 1653 -25
285 3085 100
307 2865 -113
463 1001 26
131 4574 201
814 2620 31
400 3888 65
535 2024 -72
3672 4695 137
2099 4031 -31
2477 4166 64
2219 4014 128
4034 4293 -57
3252 3622 185
1912 4296 218
3371 3500 17
1441 4277 195
1110 1492 -143
986 2546 11
1971 3288 4
127 1728 133
967 4990 -140
1649 3393 -11
549 1571 136
1230 1331 151
712 4828 248
2837 4463 -57
3453 4009 215
21 534 8
2139 4772 -17
24 3131 198
325 3448 158
1637 3289 7
1440 3958 -79
257 2221 219
262 2524 -82
616 1485 -76
755 2076 -120
2884 4023 -64
674 3232 -98
1843 3764 -75
1162 3340 176
2569 3596 142
2418 4163 129
1726 3808 -72
294 1567 134
826 1436 174
247 3446 143
4041 4669 132
1441 1788 -7
74 2899 165
2457 4948 31
612 4669 36
110 2915 54
2959 4905 180
1325 3234 179
4392 4964 190
858 1148 247
1898 3812 -20
1184 1457 158
839 3882 241
2194 4411 -103
139 1584 231
2936 4874 100
839 3673 191
764 2698 155
178 2032 211
1954 3938 46
2133 2369 128
2202 3880 150
1109 2063 -61
522 3421 -93
3498 4925 -31
1099 4584 -95
490 4272 -131
41 1566 183
3392 4712 17
511 4680 235
1931 2437 36
202 348 -28
659 4419 100
1175 4763 25
2679 4245 181
501 4670 214
710 1503 66
639 2074 -111
4454 4715 51
3154 3936 -61
3490 4093 162
276 758 -130
1010 4199 137
2161 3300 74
723 3987 21
4716 4748 -31
894 917 129
3073 3582 199
3644 3786 -60
326 4866 38
3948 4997 117
42 2302 -13
2964 3176 39
1477 4825 165
329 4532 132
953 2889 -136
233 666 84
532 4593 129
461 2452 204
3834 4425 15
1799 3151 185
2118 4839 -113
2380 4853 38
1906 2495 -96
1060 4128 233
2530 3447 211
2247 2849 -34
1437 4929 194
2831 3019 106
2223 3829 67
263 4583 -129
899 3357 248
4084 4307 -34
1597 2921 186
186 2066 121
134 3197 110
675 4689 -146
986 4739 49
1942 2191 -122
567 2532 85
2489 4177 157
1999 4131 129
960 4085 184
2535 2961 157
3120 3963 77
2532 2721 55
1637 2736 61
1962 4539 131
553 3532 198
530 3063 19
2207 2618 239
620 3068 -98
1426 3079 -120
2732 3833 138
2232 4980 79
1327 1790 187
2084 4923 92
1445 3214 221
2832 3260 153
303 1851 103
38 1739 74
2502 2715 -79
685 3926 20
841 906 -145
2879 4457 -122
2613 4862 45
2220 2620 -133
1429 2583 38
1997 4663 109
334 1569 -121
149 1591 192
94 3959 -104
1254 2017 -62
4195 4719 -64
2029 2769 13
2351 4547 -52
651 4665 -19
1996 4721 197
2029 3367 -75
721 2128 228
2496 4522 -10
3128 3730 -4
914 2524 26
2915 4246 -111
2528 4609 -7
1639 4419 10
1485 2165 -107
4153 4710 57
3605 4902 152
2042 2580 -137
2205 4211 39
1478 1796 -8
2274 3034 -94
1090 1206 52
723 3178 41
2102 2159 186
1654 3513 -33
2016 2442 129
2688 2754 -33
3641 4964 -122
657 3996 242
811 2744 -92
599 1371 165
2482 4291 42
732 4630 140
236 1386 -135
2777 3565 96
3232 4085 152
857 2086 -72
2052 2705 7
1328 3872 144
165 2606 98
1003 3191 -76
1567 4135 33
997 4787 46
1646 1785 165
1862 3396 176
2446 4324 76
200 4371 90
337 1017 -150
2244 4290 -90
1536 3036 168
4030 4887 117
89 447 -31
2215 4358 13
2371 3987 -148
627 4161 -18
2589 3028 88
2268 2536 126
1320 3223 223
1943 4735 165
849 2855 5
2486 3119 90
753 3788 -38
3255 4714 151
2547 4506 21
2133 4410 -79
891 3650 130
414 2482 -84
562 3992 24
760 4391 229
453 1121 155
2652 3572 111
888 3557 166
3104 3557 71
1246 4583 150
2697 4047 -75
2771 3028 -45
665 4579 214
463 3601 -143
1699 2525 -69
809 1379 206
2139 2469 205
473 3726 -93
2165 2886 220
3545 4754 45
104 3780 -26
3070 4030 169
2178 4570 84
1641 4276 156
2261 4847 -74
1701 4909 -94
1201 3566 62
1425 2194 178
3127 4007 -73
1139 4665 -100
1280 2235 -5
1105 3654 218
413 3291 -24
2327 4083 10
839 1598 125
2734 3006 -110
4460 4812 174
780 2686 -31
292 2450 -26
717 1263 227
428 3329 96
4007 4637 82
495 2213 94
3075 4849 -88
1466 4844 132
124 2082 195
663 2113 72
974 4340 243
196 2371 -145
3345 4052 165
2798 3286 58
1076 4667 50
6 3039 -82
304 852 -82
3006 3660 -57
1622 1772 247
3370 3848 200
418 3424 156
1479 2648 -145
459 813 86
2020 3901 -107
1087 2472 -112
2645 3930 83
3071 3516 -102
177 3827 75
2683 3230 42
2051 3665 161
563 730 153
1630 4731 7
4297 4807 166
2797 4157 -19
93 1464 40
3656 4734 229
1644 3805 -55
1564 2036 -8
185 1311 -69
2148 3418 -50
683 4716 89
727 2722 40
1782 3687 200
1667 3361 107
529 2912 -99
2132 4018 -92
598 4321 20
2043 3434 -53
2604 3230 9
165 3194 215
2788 4267 30
1032 3834 223
853 4835 190
357 1742 153
4637 4662 -96
1556 3970 144
322 4630 -6
826 4615 -84
309 2054 105
1489 2424 -103
1575 3732 129
934 3849 33
329 332 201
320 1087 -140
1208 3392 172
1156 1750 125
2293 4889 27
13 147 -133
3739 4878 38
240 2440 -55
1357 2746 -131
497 1826 -8
1753 3480 23
2042 2290 107
1349 1928 222
905 981 150
1419 4749 151
2041 3693 -76
2334 3129 23
1276 3437 141
3134 3366 248
1502 3255 -78
3705 4431 -24
522 1852 120
2356 3306 195
2173 2215 -24
1290 2800 -9
484 2609 34
3048 3873 85
3402 4465 196
1535 3225 -135
1875 2088 -91
1395 1656 189
2037 3979 232
4452 4492 70
334 4368 -26
1668 2290 63
1243 1596 87
419 1663 138
3522 4442 242
1703 1742 -70
929 3441 -28
920 1023 183
2465 2626 -142
152 3835 197
2266 3529 -136
1678 1745 209
1290 4664 59
422 4843 -56
1898 2917 -142
6 2756 7
1819 2392 -66
886 1369 151
776 2841 61
4043 4250 -84
1854 3112 -82
2668 4371 194
1547 3992 -27
2690 4227 39
1589 4527 95
13 3146 43
529 2420 193
4209 4213 -69
4269 4610 -68
2457 4648 29
498 3570 46
1678 2666 49
903 2892 -46
718 3677 55
888 4712 -81
2446 4114 2
2912 4491 142
3371 3978 180
2068 4576 115
4104 4883 14
1139 3170 168
1052 2213 -149
2555 4254 65
3096 4978 233
1255 3613 -45
1476 3255 87
3745 4145 159
1894 4420 204
63 2892 197
1260 2966 133
3722 3734 238
980 3675 -47
242 2610 33
2683 3823 162
620 4816 -54
1124 3113 -60
3079 3351 218
4404 4796 229
1125 4167 141
390 744 129
2143 2572 149
867 3973 -143
1127 4743 82
4354 4751 -24
1901 2305 -127
153 2249 -79
1321 1791 242
50 653 21
1353 4380 32
1203 2371 97
2982 4893 89
3554 4269 62
149 2501 -89
4262 4508 17
2023 4035 -71
2839 3266 173
715 3898 79
93 354 90
23 3715 -68
37 1741 32
795 1103 -135
173 1591 -19
3685 4532 91
1098 1532 235
289 3813 174
1287 3209 130
2898 4658 -97
1020 4823 45
2790 2968 -23
93 3340 -115
506 3528 -121
83 3440 -35
2088 3538 -26
3411 4637 -101
1577 3455 -137
37 2129 -67
4050 4409 164
1993 3636 50
934 1674 -1
2131 2227 -102
1808 3887 0
774 3183 -58
119 3257 86
330 4230 -21
3772 4131 18
1060 3164 211
712 2454 -83
543 3158 101
487 2015 -35
316 2672 22
529 1523 140
1143 3000 6
1639 2857 224
1344 3179 56
56 411 -62
1955 3454 170
2414 4795 -34
257 943 -37
1466 2220 207
335 1414 163
69 2646 82
131 4444 -37
1478 3885 175
1457 2410 218
98 1799 -53
1131 3394 244
795 2917 -10
2401 3875 95
2903 3025 27
204 4236 1
3411 4346 29
782 3339 81
697 1410 -76
434 2787 3
669 1883 121
787 2156 245
1226 2369 235
2008 4406 -128
2035 2069 -53
4 2377 -86
2813 2870 -66
706 2331 84
3717 3962 -111
3236 4038 171
1652 1704 130
759 1708 -132
1981 2796 165
251 4019 -7
4084 4278 -71
3012 3782 96
2137 4469 -27
848 1710 247
535 1451 77
1613 4245 -18
1516 3771 -127
2162 4024 184
311 3251 182
1800 2645 181
1349 1560 32
2797 3602 198
2400 2543 -90
117 3772 -78
99 3442 -96
187 3286 121
1252 1579 49
4172 4413 204
2584 4875 218
980 3966 -111
2890 4468 -141
999 1125 -17
594 2025 174
2822 3244 227
4008 4167 135
2184 4142 178
3149 3664 -86
1552 2055 -21
720 3557 249
1535 4938 -104
380 3134 219
2476 2832 31
1887 3546 34
172 3528 84
2799 3203 3
1780 4227 -81
741 2754 5
626 4853 -88
1409 4695 -78
3788 4853 81
1213 1246 80
2035 3926 26
1531 4633 167
1614 2570 15
1985 3959 16
1071 4990 91
20 2328 -30
200 2758 -62
3128 3480 155
85 4479 -37
1072 4290 179
1791 3266 -103
2141 2898 24
553 2222 222
685 3081 250
1008 2702 -104
2064 3393 -102
742 3108 122
852 1735 -137
10 30 -95
1389 1845 60
1231 2498 201
442 4315 -70
208 3721 201
3125 3142 173
338 3050 182
3446 3476 185
3581 4084 139
631 4518 -105
384 912 -25
3182 4327 49
52 2737 58
1264 2696 211
114 3485 -17
1897 2461 200
346 517 166
1064 2717 250
3085 4072 -48
38 2175 83
2735 3571 -141
705 1710 -40
42 257 161
1492 4148 -39
478 3118 -34
2187 3180 24
1865 2595 -114
1374 3780 87
2492 4102 -78
1516 4300 90
698 3597 33
267 808 -149
157 3249 117
416 2064 -40
61 3319 -76
177 2624 68
2370 4384 186
3408 4475 -48
418 4928 -40
2756 3722 129
1201 1987 230
2677 2762 -125
2162 3190 141
3039 3572 20
902 3467 30
3013 3237 99
1673 3723 126
3356 4746 -12
2502 2835 -87
4 1120 134
3645 4493 -90
1884 4340 -18
249 3435 159
1767 2628 189
529 4760 -110
2641 2796 168
37 1804 -99
3279 4171 170
1146 1663 11
4353 4941 27
1701 2215 82
835 2716 118
2112 4672 -122
46 1306 244
689 3830 212
2715 4332 -68
1772 1787 26
1877 3882 15
2424 2644 119
1838 3620 133
90 3877 -3
915 3426 -67
2459 4147 -100
127 4939 154
116 1212 177
445 4403 54
290 2026 -30
2308 3805 -106
1149 4635 49
2970 4556 -127
2199 2935 -19
2922 4746 178
993 3352 8
51 740 17
3470 4737 2
689 1088 123
2018 4663 -43
2601 3031 172
1720 3677 35
63 4670 -101
1483 2687 204
2577 2894 143
1382 1563 -135
2713 4790 65
598 2434 158
857 1711 -111
2359 4364 244
2062 2946 26
443 4593 218
930 3077 122
3038 4179 -129
870 1124 47
3882 4830 -140
3783 4841 64
1345 4927 122
3203 3209 139
1740 4509 21
610 885 -34
1678 4192 -66
1807 2308 51
1009 2308 245
1570 3200 -36
1044 3386 -104
2965 4690 205
698 1519 62
3897 4676 -22
618 4047 -103
110 2021 241
1695 2744 110
4253 4497 108
158 1597 124
173 257 -23
1559 3839 91
3737 4087 88
4503 4932 79
1907 3828 63
873 1960 -29
3899 4465 33
2026 3494 177
97 4194 -62
1669 3659 112
2645 4128 71
1045 3993 30
622 3251 151
2478 3077 18
677 1647 212
51 1883 -12
3179 4766 224
2586 4284 20
445 1571 -79
1249 4800 -58
4337 4713 -5
2460 4919 26
133 628 -140
1995 2877 -147
1328 4156 83
1807 4558 97
586 2762 35
456 4023 77
160 4782 -148
1127 4720 223
2320 2911 33
2079 2226 82
185 4468 -12
3913 4947 -90
167 2527 83
1257 1500 108
1268 4117 -6
1379 1692 -70
540 2477 138
2759 4896 145
247 3474 157
2566 4808 224
2921 4630 71
27 1847 195
2161 2683 160
1377 4686 -57
4747 4810 184
1798 2461 -84
614 2574 62
1051 2491 -100
2923 3518 -121
982 4995 62
1346 2105 170
1397 4743 117
1831 4372 144
414 1790 66
2879 4130 38
199 986 238
732 2315 -54
832 4663 -132
1025 1668 234
2670 3050 145
1881 2407 -134
490 1487 235
1926 4251 -52
185 1478 227
2358 4083 238
1403 2900 240
659 1081 210
1089 2926 215
4565 4863 195
1217 1865 180
1869 3137 84
1692 3086 103
3961 4569 -139
3308 3687 -8
790 919 -140
2653 2895 -45
1074 2409 -57
2742 3592 184
2017 4920 111
3409 3695 101
1115 3307 -150
462 1181 98
540 1160 141
2145 2941 -56
2568 2595 31
209 1503 -79
1300 2743 -127
3542 3657 242
3792 4653 12
2445 4868 -57
2241 4181 193
2484 4813 109
2748 3215 126
1190 1392 98
333 3379 61
3848 4381 52
1659 2103 221
397 477 200
2475 4244 102
2340 3811 80
426 2908 -103
1606 3259 180
1235 1927 122
1027 3514 197
161 469 83
1627 4134 -67
2964 3800 -137
1139 3538 -1
344 539 207
2475 2498 93
977 4123 181
1243 1660 172
3815 4743 32
1991 4413 112
354 3173 172
685 4876 174
1601 2339 -45
1222 3108 220
1405 3525 -121
1604 2565 -81
2297 3385 184
1480 2140 -44
567 2570 -100
484 1579 61
121 3871 36
561 4885 243
4482 4709 -71
71 602 163
3024 4696 195
874 3177 228
1421 1982 -8
1800 2677 74
1028 3554 101
3218 3888 -140
485 2604 -113
890 1829 143
173 2330 -3
3977 4405 -123
154 4360 -18
43 247 -84
3977 4046 36
1078 1925 113
782 4924 -55
619 3645 73
2240 4220 -13
4558 4875 97
2897 3213 -67
402 3971 250
104 2357 227
222 4295 -141
1180 2929 31
2120 4026 233
3814 4174 116
3565 3715 112
1044 1927 187
1280 3011 232
2833 3479 -140
66 2158 -69
1612 2081 145
1130 2400 51
19 2487 246
2900 4681 225
2464 3392 217
893 3395 6
2919 3210 69
2800 4003 -126
430 3697 117
2339 2907 18
1584 3440 39
2794 3408 -44
2478 4936 152
197 2828 -10
2021 4645 82
2345 4793 59
2224 3184 -144
402 2777 224
632 2853 27
1120 1694 104
1485 4543 53
1709 3882 170
3793 4002 237
3819 4662 -38
1409 1764 -141
360 1690 196
1335 3312 95
1264 2185 195
3048 4620 -77
1758 4598 -63
109 2867 154
2780 3047 118
673 4941 -81
1800 2462 93
1050 1878 -126
1261 4278 -124
2526 3527 105
2059 4906 214
2354 2987 208
1792 3770 175
761 1700 -49
1542 3551 169
2248 4682 77
1571 2735 131
1286 3329 -120
865 3433 47
1060 3581 19
3657 3900 -85
330 1624 -149
967 4474 118
2966 4638 100
3122 4612 107
3218 3511 -109
3849 4337 98
399 3821 171
1251 3801 -19
1869 4595 -20
4641 4879 35
120 1714 54
92 329 74
361 1445 122
1476 4195 65
2781 4432 131
3751 3829 209
1187 1933 -78
880 4067 -117
4058 4597 206
955 1486 -97
299 2671 29
644 4531 -76
1849 2416 154
2184 3637 208
2747 4414 203
170 4418 37
1170 4621 -35
1058 1059 245
2875 3049 216
2409 3383 -42
876 4167 35
1090 1817 -77
62 1529 195
522 618 6
2992 3683 -86
358 757 22
473 2742 -79
44 390 211
1874 3377 224
2860 4898 -86
890 1033 -11
200 1853 69
1928 1976 162
4377 4863 137
3272 3458 147
1635 4219 -13
1476 4348 -49
2615 3475 142
1387 4116 7
2526 3900 48
3700 3722 176
1483 1876 101
741 4316 -44
2772 4674 18
234 1718 -33
2343 3731 -6
313 2342 241
22 1917 -103
1243 1637 -146
1271 4312 249
1020 1556 15
1054 2478 132
244 906 233
978 1949 -88
813 4421 -42
2775 4657 195
3398 3512 238
1779 2857 29
894 1315 -64
193 4246 189
67 4055 -147
3953 4351 -118
3456 3738 131
292 4126 26
2669 3350 -86
1123 3649 -142
891 1259 41
385 3208 145
1709 1813 190
3074 3473 91
3020 3955 -139
597 3972 223
662 4908 -136
954 2685 -37
389 4875 116
370 1892 130
79 620 3
600 4030 54
2762 4488 22
253 2631 220
2662 4425 143
916 2140 32
3249 4272 93
990 3549 -137
2820 3385 -78
897 1988 126
858 1903 82
494 4003 116
2264 4515 -139
3376 4322 -47
1174 4486 92
2728 3346 217
1101 2501 -5
3471 3705 243
1600 3197 94
1750 2122 141
1202 4125 133
736 3767 -121
690 4372 26
4627 4832 -65
751 1224 -138
3350 3998 -61
1897 4078 -38
2284 3811 18
3453 4033 29
838 2553 148
1258 3510 27
2417 3324 124
161 3345 -77
2509 4036 66
149 3444 -37
945 4858 -100
1043 2624 -67
1321 3008 21
4546 4693 9
1057 1816 218
3346 4955 231
1786 2812 -145
1136 2079 131
532 1200 52
4386 4941 45
3664 4460 228
174 4286 164
2219 3178 105
1533 4040 177
2894 3454 -71
26 2907 33
2963 3633 242
523 2299 21
106 3417 -20
976 2460 -148
930 3785 -95
42 2846 158
1599 2159 6
1478 3605 3
1602 3460 -99
52 1667 25
368 2276 -143
55 4723 183
369 786 7
10 4451 -113
4522 4670 103
2297 3650 94
1825 2832 135
796 2078 -2
1360 1480 -60
3309 4511 224
2928 3679 -37
1233 4831 21
662 998 241
306 3872 -52
1190 1431 176
2150 4536 191
3320 4797 95
1490 4475 -141
222 227 -80
1852 2577 137
230 3880 65
1240 3515 235
285 4241 201
2915 3986 148
3047 4920 -73
76 525 45
908 4337 210
4124 4440 -141
1297 1702 -46
1338 1785 -139
824 2487 -104
277 1097 -71
963 1900 -98
913 1576 -94
1959 4147 194
4064 4698 -133
2125 3435 196
626 4196 -62
636 2986 65
1953 2100 32
2988 3519 209
4093 4426 -86
874 3495 216
3529 4677 -115
954 1569 245
588 767 -148
2966 3600 82
1851 2617 107
925 2213 -96
532 2248 198
1469 3726 145
3053 4596 70
2580 4365 -137
463 2977 41
2593 3834 75
1790 3590 -110
22 1677 238
1668 1695 -148
662 2915 162
3761 4950 86
2948 3265 15
528 3569 8
2587 4095 229
481 3377 -45
2110 3343 -1
1494 4031 69
1015 2875 9
1606 3428 106
5 4808 154
1938 4899 -20
3756 4085 195
851 2876 203
1519 2745 77
3418 4913 76
961 2692 58
1828 3874 -135
265 4415 73
4318 4509 23
877 1886 178
1956 3270 -17
3251 4786 -20
391 4644 -57
876 3081 -128
2063 4638 -33
4332 4870 -6
3224 3469 105
3342 3861 -12
1714 4879 -30
1196 3727 98
294 4659 165
1447 3885 170
2216 4078 -150
1415 3599 -22
2 2710 144
1222 1822 211
3745 3806 -101
3299 4721 6
516 4704 82
683 4197 94
752 3628 176
754 1980 143
1359 2108 -114
2210 4999 114
3485 3897 -138
1115 4517 37
933 4791 32
372 1786 156
2615 3514 -20
2189 3812 131
2263 4389 36
812 3766 -50
2736 4602 31
250 2708 236
285 2590 -40
2273 3393 -134
648 4637 -5
854 2356 118
2167 4623 85
260 4689 123
1425 1885 250
3034 4039 -72
187 3094 -144
1063 2941 -5
2863 3450 -66
1557 2858 200
568 903 -20
1364 2186 -128
328 2713 -71
4878 4895 133
220 4146 128
1483 4993 6
1607 2932 193
1580 1652 -20
4588 4780 215
3063 4758 25
129 3378 39
3439 3887 134
2912 4772 138
1511 2095 41
668 3290 155
503 1554 -121
2783 3455 181
36 4687 161
1879 4392 23
1281 2398 234
4328 4366 49
2064 3127 80
383 3355 72
1002 3485 187
2478 4400 71
1669 2088 -119
2948 3062 247
131 4190 -141
3362 3475 -55
4228 4326 58
127 2374 -95
2634 4676 170
2626 3758 103
939 4136 144
2426 4884 93
2555 4590 197
1711 4860 191
951 4237 58
681 1348 250
2168 3524 244
603 2117 21
1256 4514 0
776 2093 81
1964 3709 126
264 594 150
3126 4570 240
3841 3988 36
829 1835 194
2400 4236 203
1171 3985 -142
888 1396 -18
244 2242 190
3685 3950 -60
4520 4683 142
1876 4627 137
3306 4322 -97
276 884 -128
1679 4797 91
738 896 -25
1034 2825 207
220 4740 77
1602 3076 -46
3546 3965 -48
196 3314 -59
451 3215 26
2323 4297 119
2926 4453 -144
589 2956 -57
2415 3831 157
806 4145 103
1313 2980 26
2342 2448 151
1547 1860 241
4107 4340 216
1430 3177 64
2589 3746 197
1121 1135 79
1771 2390 -80
1669 4248 -100
44 145 236
1800 3705 175
171 4239 88
622 1358 87
2137 3264 -83
2327 2533 -80
1490 4588 63
2212 4522 -107
251 2308 222
1420 2176 49
747 1259 245
1905 4229 -133
1729 4263 73
1271 1814 -43
325 1951 111
1933 2446 207
2567 3698 52
2022 4353 156
18 677 -32
3436 4433 -122
895 4917 100
1040 4808 -65
559 3566 -16
132 1498 1
2194 3739 -79
1496 4793 49
3706 4403 -32
2199 3781 -50
991 1609 -120
867 2872 4
1507 4218 79
2762 4352 58
2823 3406 -32
1659 4022 221
2953 4015 156
216 2199 -119
1009 1531 172
3127 4721 137
590 4785 34
2531 3089 -27
1745 3486 -70
223 1545 -24
365 3269 47
401 1722 -106
2781 3781 -106
625 1036 147
4018 4621 41
1609 4264 -94
3952 4643 -114
2483 3979 189
700 2882 95
657 3980 73
927 3341 -91
1214 2057 187
170 2089 237
2179 4943 238
1643 2713 215
154 1077 72
2308 2318 -147
1705 3427 77
76 4665 71
1311 2859 184
543 1454 90
1843 2050 132
72 3923 94
459 4986 139
3559 4640 -11
1008 1405 204
1430 4768 198
3430 4829 112
1020 1772 214
342 4289 200
199 3376 -102
733 3566 -70
2398 2692 -115
499 2304 203
799 4645 122
3043 3322 -99
2091 3510 174
865 2632 115
2331 3482 -103
1014 4294 88
4 3339 17
754 1743 81
1169 3471 119
2728 3050 -35
2265 4781 164
1448 3156 43
440 1895 64
2537 3274 -58
2145 2481 -64
775 995 108
2500 4094 75
582 3398 27
677 3845 -15
1086 3870 11
2431 4733 -103
255 4078 -41
3149 3480 208
3406 3793 103
691 4449 132
3342 3972 121
3227 4728 174
2847 3117 -62
2221 3937 219
1656 4321 -29
2214 4223 55
951 2056 85
176 3523 -106
2531 3635 -27
2106 3902 -52
1705 2300 -125
3203 4935 -54
238 3626 36
4125 4465 235
1640 4372 217
61 4420 26
3251 4591 189
356 628 124
4612 4908 38
2332 2629 183
367 4295 19
1188 4111 112
3151 4323 -72
1681 2669 34
415 1377 -3
758 4091 97
515 4363 207
333 2062 -15
2264 3171 17
935 2027 -58
1528 4399 -137
30 1041 212
2578 3738 -52
2099 4439 79
3456 3498 74
3240 4261 40
2006 4488 -49
82 2772 -95
3894 4923 222
3390 4384 47
398 3311 -78
788 3950 227
365 3981 146
1278 1533 -136
1314 2100 213
3385 3436 40
2832 4725 37
1508 4338 181
1022 1991 41
3242 4315 -25
1882 1908 -91
2731 4110 193
307 460 -20
2392 2593 183
3487 3738 216
778 2190 139
434 2249 74
2514 4958 117
1867 4428 -20
2882 3687 92
3072 4437 142
261 531 210
486 4537 215
1909 2292 222
3594 4366 -69
1897 4105 221
3157 4606 -34
2928 3562 -107
788 957 70
4655 4819 36
1451 2129 151
2283 4440 -136
2704 4353 163
192 2195 56
2404 4306 169
1628 3480 12
3108 4241 -97
4319 4875 -17
330 1754 -79
3025 3228 -113
624 1834 -98
2450 2629 -85
3570 3889 -45
1848 2202 173
1272 4943 195
3068 4056 -135
1171 3281 215
739 2992 37
2222 4877 24
1573 1681 -24
2119 3908 48
2017 2688 145
2461 3539 122
2062 3338 12
177 3824 -27
1504 4770 -37
869 4082 186
1786 3195 139
2210 4914 81
4507 4807 -127
2483 4946 212
2481 3557 28
3189 4669 -109
287 1450 -19
2391 2986 237
1363 1754 170
1769 3877 145
3128 4567 153
1485 2907 223
4412 4483 215
3295 3507 176
2667 3734 -124
841 4585 4
4219 4801 23
851 2659 237
1384 4445 188
3289 4765 57
2787 2988 132
2401 2818 12
2845 4666 78
1090 4687 207
273 2821 79
3993 4421 207
3565 3864 141
237 3759 80
1245 3306 231
2748 4738 140
2839 4962 -130
1317 2104 152
3996 4457 -128
3306 3633 -41
135 1225 -140
97 2963 246
3231 3763 -23
4670 4760 -82
1232 2440 -7
713 3917 48
3663 4150 -118
1061 4805 23
3802 4498 190
1062 3118 109
276 4975 -35
1137 1711 7
335 2422 -17
342 1174 138
1926 4891 50
1269 4141 103
2355 3032 33
331 4562 216
647 1520 136
3461 4533 -83
441 3466 244
511 4849 69
319 742 -129
4604 4851 153
292 960 212
2384 3695 -147
3138 3165 -7
3523 4252 157
2727 2796 169
452 4356 -75
777 1802 -99
3174 3798 -46
1304 3344 233
947 1578 215
553 2786 142
620 2597 67
1102 3206 -130
157 4638 -24
3540 4216 -71
4393 4728 98
331 4781 235
21 4126 111
3345 4006 -99
2856 4753 227
52 4788 13
2577 4170 -112
1805 3690 62
345 4626 -73
1793 2089 179
511 1846 161
651 1071 160
1794 3870 36
1375 3870 133
1005 4746 -98
1716 4222 -103
1552 3297 244
1373 2169 59
768 1505 17
1394 2285 180
939 2775 -126
662 1702 146
2343 4879 -79
4148 4502 182
3360 4958 157
151 1306 -97
1878 4655 -36
2754 4097 108
1027 2274 245
3075 3933 114
1817 3721 -102
1188 2578 68
527 1626 -29
3551 3965 182
487 4746 -67
1797 2384 153
521 4547 179
2247 4713 114
880 1129 50
1453 3482 -66
3836 4852 112
2508 4799 -47
2382 3533 -148
446 2239 50
2694 4526 16
859 3320 -29
1248 3513 -107
1569 2587 243
2667 4052 15
3961 4775 146
3176 3363 -94
3781 3792 -58
2599 3234 79
4398 4882 118
3154 3168 -5
3006 4367 143
1514 2145 -91
2596 4545 -134
453 3947 12
4 4411 -62
2091 3226 -86
3243 3794 235
640 4901 137
1881 2949 -122
768 4549 82
550 1678 216
499 2027 -15
270 3684 197
731 1118 170
2336 2360 -135
38 4522 157
2227 4445 -149
1064 2576 173
3258 3401 232
3413 4982 -108
2873 3082 68
1542 4922 58
922 1380 -81
601 2843 -16
31 2702 39
3059 4890 17
3781 4369 169
2604 3932 -138
